date,mission,description
28-Mar-12,UNAMID,"  This past Monday reportedly saw IDPs in ZALINGEI announce that they would not participate in an upcoming April DRA conference in EL FASHER due to lacking implementation of DDPD security arrangements. Following yesterday’s unrest in KABKABIYA, the Mission reports that some 300 protestors remain near the team site today. Meanwhile, there are belated reports that three UN flights between EL FASHER and NERTITI were cancelled by Sudanese authorities citing security concerns this past Monday. The Mission further reported a restriction of movement imposed by SAF personnel in TONO yesterday, and another carjacking incident in NYALA.   "
28-Mar-12,MINUSTAH,"  The Mission reports a possible delay in the ratification of Prime Minister-designate Lamothe, as a result of a protracted report of the Senate commission investigating his nationality, and upcoming Easter holidays. Meanwhile, there is speculation in local media that caretaker Prime Minister Garry Conille plans to step aside with effect from next week, if swift action is not taken to ratify Lamothe. Separately, parliamentary notables were cited yesterday warning against the use of force in action against former FAdH elements, and voicing opposition to any MINUSTAH support. In related news, Mission sources reported that a group of individuals in military fatigues were seen marching yesterday in HINCHE. Also yesterday, a small anti-MINUSTAH demonstration was reported in GONAÏVES, and a UNPOL patrol was stone-pelted by locals blocking a road in CARREFOUR.  "
28-Mar-12,MONUSCO,"  The Mission reports that the Supreme Court approved the National Assembly’s internal rules of procedure this past Monday, with one exception (the court reportedly deemed that a provision on proportional representation of majority and opposition members in the body’s bureau and standing committees discriminated against independent MPs). Meanwhile, Radio Okapi cited the Belgian foreign minister yesterday calling on Congolese lawmakers to support cooperation with the ICC in the case against Bosco Ntaganda. Separately, the Mission shared word of security-related discussions between North Kivu’s governor and government officials in KINSHASA early this week. In related news, MONUSCO staff members continue to receive threatening correspondence from ADF/NALU members in Beni territory. In Orientale province, there are belated reports that individuals dressed in military uniforms looted NGO National Coalition in support of ICC premises in KISANGANI over the weekend.  "
28-Mar-12,West Africa,  ECOWAS member state representatives announced the suspension of Mali from the regional body at a meeting held in ABIDJAN yesterday; there is word of possible travel bans and financial and diplomatic sanctions targeting junta members.   
28-Mar-12,Syria,"  There is media speculation on the draft outcome of an Arab League Summit to be held in BAGHDAD tomorrow; the document reportedly calls for the Syrian government to cease violence and engage in talks with the opposition. Mission sources cite a local human rights group stating that up to 57 seven people were killed across the country just yesterday; the UN now estimates that the cumulative death toll since unrest began in Syria last year is over 9,000.  "
28-Mar-12,UNMIK,  Yesterday reportedly saw EU officials launch a feasibility study on an EU-Kosovo association agreement.   
28-Mar-12,Somalia, (UNSOA)  Mission security sources belatedly report insurgent attacks in MOGADISHU and at BELETWEYNE’s airport this Monday (the latter targeting Ethiopian forces).      
27-Mar-12,UNMISS,"  The Mission is working to verify media reports that President Bashir has suspended plans to attend a planned 03 April summit in JUBA following renewed fighting between SAF and SPLA troops in the disputed border areas of TISHWIN and HEGLIG yesterday, and SAF air strikes in the oil fields north of BENTIU today. In Jonglei state, voluntary disarmament efforts continue; Mission sources report that, most recently, 182 weapons were collected in WAAT.   "
27-Mar-12,UNAMID,"  The US senior adviser on Darfur reportedly met on Sunday with the Sudanese justice minister to discuss the possibility of international monitors attending trials in Darfur. The Mission reports that one civilian was killed and five uniformed peacekeepers were injured today when a group of IDPs attacked the UNAMID camp in KABKABIYA following the killing of two people by Sudanese police personnel during a demonstration earlier in the day. The Mission further reports a restriction of movement imposed by SAF personnel at UM QULLA yesterday, and separately, that a UNAMID vehicle was carjacked (and later recovered) in NYALA that same day. There is also belated word that a group of 150 displaced persons arrived at the ZAM ZAM IDP camp this past Sunday fleeing attacks by unidentified armed elements in SHAWA.   "
27-Mar-12,MONUSCO,"  Government formation efforts continue; the Mission reports that, at a meeting with elected lawmakers this past Sunday in KINSHASA to discuss the parliamentary majority’s configuration, President Kabila also emphasized the need for the future government to revive the decentralization process. In a communiqué issued late last week, UDPS leaders presented elected UDPS members with an ultimatum to choose between National Assembly participation and affiliation with the party, and warned of planned disciplinary measures against defectors. In North Kivu, there is persistent word FARDC ill-discipline; on Sunday, suspected FARDC soldiers attacked a military detention centre and released two inmates, injuring three Congolese security personnel. That same day, FLDR cadres reportedly looted and raped several women in KAHUNGU. Separately, Mission sources report that negotiations for the surrender of Mayi Mayi (Mulumba) and Mayi Mayi (Aochi) elements are ongoing (whilst the Mayi-Mayi Yakutumba leadership has recently demanded to engage the governor of South Kivu directly). Meanwhile, OCHA colleagues in that province have confirmed the recent death of 64 people in the MWENGA IDP camp as a result of poor living conditions. Far to the west, the Mission intends to investigate reports of inter-communal violence in BOMPEKA late last week. In neighbouring Angola, four Congolese citizens reportedly died over the weekend while awaiting deportation in the custody of Angolan police.  "
27-Mar-12,UNOCI,"  There was speculation in pro-Gbagbo media yesterday that political dialogue between the government and the opposition FPI party may not resume should former First Lady Simone Gbagbo be transferred to ICC custody in THE HAGUE. Mission sources separately report that FRCI soldiers clashed with a group of youths in the Yopougon neighbourhood of ABIDJAN yesterday; one of the youths was reportedly severely beaten and subsequently died. Meanwhile, UNOCI reports that the situation on the border with Mali remains normal.   "
